room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
14054734,33267800,Shared room,Brussel,Brussel,1,0.0,2,1.0,55.0,,50.847703,4.379786,2016-12-31 14:49:05.125349
16151530,105088596,Shared room,Brussel,Brussel,1,0.0,1,1.0,42.0,,50.821832,4.366557,2016-12-31 14:49:05.112730
14678546,30043608,Shared room,Brussel,Brussel,14,4.5,2,1.0,43.0,,50.847657,4.348675,2016-12-31 14:49:05.110143
8305401,43788729,Shared room,Namur,Namur,12,4.5,2,1.0,48.0,,50.462592,4.818974,2016-12-31 14:49:05.107436
14904339,15277691,Shared room,Namur,Gembloux,1,0.0,6,1.0,59.0,,50.562263,4.693185,2016-12-31 14:49:05.101899
16228753,61781546,Shared room,Antwerpen,Antwerpen,3,4.5,2,1.0,53.0,,51.203401,4.392493,2016-12-31 14:49:05.096266
643309,3216639,Shared room,Roeselare,Roeselare,6,4.0,6,1.0,22.0,,50.941016,3.123627,2016-12-31 14:49:03.811667
3879691,19998594,Shared room,Brugge,Knokke-Heist,1,0.0,12,1.0,33.0,,51.339016,3.273554,2016-12-31 14:49:02.743608
3710876,18917692,Shared room,Antwerpen,Antwerpen,11,3.0,3,1.0,33.0,,51.232425,4.424612,2016-12-31 14:49:02.710383
5141135,20676997,Shared room,Gent,Gent,9,4.5,2,1.0,38.0,,51.034197,3.714149,2016-12-31 14:49:02.705108
2600245,9266705,Shared room,Brussel,Sint-Gillis,4,5.0,3,1.0,33.0,,50.825669,4.342628,2016-12-31 14:49:01.385979
7411937,38824611,Shared room,Gent,Gent,40,4.5,2,1.0,33.0,,51.049758,3.751041,2016-12-31 14:49:01.383114
8298885,30924336,Shared room,Brussel,Elsene,12,4.0,2,1.0,33.0,,50.828293,4.37659,2016-12-31 14:49:01.369488
15452889,99127166,Shared room,Gent,Gent,2,0.0,2,1.0,22.0,,51.055076,3.746806,2016-12-31 14:49:01.358840
10385861,50348607,Shared room,Brussel,Jette,23,5.0,1,1.0,22.0,,50.869625,4.327996,2016-12-31 14:49:01.352612
8209254,30717079,Shared room,Halle-Vilvoorde,Kraainem,5,5.0,5,1.0,38.0,,50.862168,4.46385,2016-12-31 14:49:01.349889
7416613,30364266,Shared room,Namur,Namur,14,4.5,4,1.0,35.0,,50.489001,4.890129,2016-12-31 14:48:59.642048
7186272,37648180,Shared room,Brussel,Etterbeek,53,4.5,2,1.0,18.0,,50.830768,4.399746,2016-12-31 14:48:59.639715
5813507,30163095,Shared room,Leuven,Leuven,9,4.0,2,1.0,21.0,,50.863823,4.713015,2016-12-31 14:48:59.636854
8497852,40513093,Shared room,Brussel,Etterbeek,45,4.5,3,1.0,33.0,,50.837711,4.394056,2016-12-31 14:48:59.632561
10672935,55130117,Shared room,Brussel,Elsene,0,0.0,2,1.0,39.0,,50.827112,4.372949,2016-12-31 14:48:59.630046
5609860,29082746,Shared room,Nivelles,Rixensart,1,0.0,2,1.0,41.0,,50.709505,4.53497,2016-12-31 14:48:59.627846
15443458,64870905,Shared room,Brussel,Evere,0,0.0,1,1.0,24.0,,50.879031,4.401728,2016-12-31 14:48:59.623681
8209969,29497225,Shared room,Tournai,Leuze-en-Hainaut,1,0.0,2,1.0,27.0,,50.588819,3.618558,2016-12-31 14:48:59.617437
2360117,6490053,Shared room,Mechelen,Lier,57,4.5,2,1.0,29.0,,51.1299,4.574523,2016-12-31 14:48:59.612423
14670935,64870905,Shared room,Brussel,Evere,5,4.0,1,1.0,32.0,,50.878704,4.403431,2016-12-31 14:48:59.609452
15459583,64870905,Shared room,Brussel,Evere,1,0.0,1,1.0,23.0,,50.877674,4.401905,2016-12-31 14:48:59.598095
4049709,12092201,Shared room,Brussel,Sint-Gillis,56,5.0,3,1.0,27.0,,50.833064,4.345806,2016-12-31 14:48:59.594738
14929414,30624501,Shared room,Verviers,Baelen,1,0.0,8,1.0,16.0,,50.633197,5.950236,2016-12-31 14:48:59.590553
12424835,67203763,Shared room,Brussel,Brussel,0,0.0,2,1.0,37.0,,50.849488,4.346491,2016-12-31 14:48:57.745364
15573750,20497610,Shared room,Leuven,Leuven,2,0.0,1,1.0,26.0,,50.878261,4.713825,2016-12-31 14:48:57.741205
7566366,38635436,Shared room,Halle-Vilvoorde,Kraainem,3,5.0,4,1.0,27.0,,50.825544,4.461036,2016-12-31 14:48:57.739074
12424357,67203763,Shared room,Brussel,Brussel,0,0.0,1,1.0,37.0,,50.849088,4.345572,2016-12-31 14:48:57.735071
12101635,10486041,Shared room,Leuven,Leuven,2,0.0,6,1.0,36.0,,50.88173,4.698613,2016-12-31 14:48:57.732846
10625332,54840206,Shared room,Brussel,Vorst,10,5.0,1,1.0,27.0,,50.810707,4.325516,2016-12-31 14:48:57.730726
14596698,90415372,Shared room,Oostende,Oostende,0,0.0,1,1.0,34.0,,51.216056,2.928235,2016-12-31 14:48:57.726892
13917474,43789555,Shared room,Liège,Liège,2,0.0,2,1.0,33.0,,50.626256,5.591142,2016-12-31 14:48:57.723343
3911778,3690027,Shared room,Brussel,Elsene,11,4.0,2,1.0,24.0,,50.814246,4.384256,2016-12-31 14:48:56.634316
16423459,80661266,Shared room,Liège,Ans,0,0.0,1,1.0,11.0,,50.664138,5.503169,2016-12-31 14:48:56.626782
16453691,107930299,Shared room,Verviers,Spa,0,0.0,1,1.0,11.0,,50.492239,5.864973,2016-12-31 14:48:56.623568
11654659,37949138,Shared room,Antwerpen,Antwerpen,7,4.0,1,1.0,16.0,,51.223094,4.410019,2016-12-31 14:48:56.617282
16307457,94167816,Shared room,Tongeren,Lanaken,0,0.0,1,1.0,33.0,,50.88294,5.607594,2016-12-31 14:48:56.613299
16453931,107932774,Shared room,Verviers,Theux,0,0.0,2,1.0,16.0,,50.539221,5.81265,2016-12-31 14:48:56.606580
15516152,52306183,Shared room,Gent,Gent,4,5.0,2,1.0,27.0,,51.039755,3.758837,2016-12-31 14:48:56.597429
15513008,64870905,Shared room,Brussel,Evere,0,0.0,1,1.0,20.0,,50.877529,4.402097,2016-12-31 14:48:54.985216
15642364,64870905,Shared room,Brussel,Evere,0,0.0,1,1.0,21.0,,50.877867,4.403348,2016-12-31 14:48:54.982567
13640983,64870905,Shared room,Brussel,Evere,9,4.5,1,1.0,21.0,,50.879006,4.401708,2016-12-31 14:48:54.976008
15443655,64870905,Shared room,Brussel,Evere,4,4.5,1,1.0,21.0,,50.878774,4.40163,2016-12-31 14:48:54.967563
5954511,30910081,Shared room,Charleroi,Charleroi,2,0.0,4,1.0,35.0,,50.405568,4.444942,2016-12-31 14:48:54.956186
7560691,39631109,Shared room,Leuven,Leuven,0,0.0,1,1.0,12.0,,50.87471,4.700386,2016-12-31 14:48:54.933128
14264551,51905301,Shared room,Brussel,Elsene,6,4.0,1,1.0,24.0,,50.828198,4.36876,2016-12-31 14:48:53.245074
13344716,75606591,Shared room,Gent,Gent,4,5.0,2,1.0,22.0,,51.026638,3.710326,2016-12-31 14:48:53.241001
2533747,10862281,Shared room,Brussel,Oudergem,72,4.5,5,1.0,36.0,,50.815522,4.419757,2016-12-31 14:48:53.233260
14213629,19218121,Shared room,Antwerpen,Antwerpen,8,4.5,1,1.0,20.0,,51.224366,4.42867,2016-12-31 14:48:53.223518
10621426,54820453,Shared room,Brussel,Sint-Gillis,0,0.0,1,1.0,20.0,,50.829201,4.34339,2016-12-31 14:48:53.220810
7479719,37665177,Shared room,Mechelen,Willebroek,1,0.0,4,1.0,38.0,,51.080782,4.398912,2016-12-31 14:48:53.216145
8906556,17142924,Shared room,Brussel,Etterbeek,33,5.0,2,1.0,24.0,,50.831054,4.377092,2016-12-31 14:48:53.210253
15138720,47235724,Shared room,Brussel,Sint-Agatha-Berchem,1,0.0,2,1.0,32.0,,50.864971,4.29354,2016-12-31 14:48:51.731549
8422305,44356910,Shared room,Oostende,Middelkerke,12,4.5,2,1.0,38.0,,51.188765,2.817301,2016-12-31 14:48:51.729096
13708117,80019162,Shared room,Liège,Herstal,4,4.5,2,1.0,22.0,,50.676222,5.569278,2016-12-31 14:48:51.726006
12032916,43233810,Shared room,Gent,Gent,9,4.5,16,1.0,21.0,,51.047007,3.702596,2016-12-31 14:48:51.714334
13838407,81635541,Shared room,Brussel,Schaarbeek,3,3.5,1,1.0,22.0,,50.857654,4.380993,2016-12-31 14:48:51.711294
16151623,105088596,Shared room,Brussel,Brussel,0,0.0,1,1.0,31.0,,50.823832,4.365683,2016-12-31 14:48:51.708494
13846466,81738513,Shared room,Brussel,Watermaal-Bosvoorde,0,0.0,1,1.0,27.0,,50.810999,4.392969,2016-12-31 14:48:51.705773
13918534,37534132,Shared room,Brussel,Schaarbeek,2,0.0,1,1.0,13.0,,50.868953,4.375987,2016-12-31 14:48:51.703349
16295310,40726623,Shared room,Brussel,Oudergem,0,0.0,1,1.0,27.0,,50.816986,4.408347,2016-12-31 14:48:51.691678
14722746,20005248,Shared room,Brussel,Evere,15,5.0,2,1.0,22.0,,50.861387,4.409489,2016-12-31 14:48:51.688830
15542284,64870905,Shared room,Brussel,Evere,3,4.5,1,1.0,25.0,,50.877387,4.403288,2016-12-31 14:48:49.760841
3788257,19442382,Shared room,Leuven,Leuven,12,4.5,1,1.0,24.0,,50.879304,4.709556,2016-12-31 14:48:49.752637
15367909,64870905,Shared room,Brussel,Evere,4,5.0,1,1.0,28.0,,50.877659,4.402142,2016-12-31 14:48:49.744143
6772358,34993608,Shared room,Gent,Gent,107,5.0,2,1.0,26.0,,51.03783,3.714062,2016-12-31 14:48:49.741807
15298528,89654262,Shared room,Nivelles,Ottignies-Louvain-la-Neuve,6,4.5,2,1.0,16.0,,50.665481,4.611082,2016-12-31 14:48:49.739337
16485966,64870905,Shared room,Brussel,Evere,0,0.0,1,1.0,26.0,,50.879336,4.403286,2016-12-31 14:48:49.737157
16174930,8136924,Shared room,Antwerpen,Antwerpen,0,0.0,2,1.0,33.0,,51.214101,4.417325,2016-12-31 14:48:49.734740
12897121,13049604,Shared room,Brussel,Elsene,4,4.5,1,1.0,27.0,,50.82009,4.382982,2016-12-31 14:48:49.732247
16035555,92850670,Shared room,Nivelles,Tubize,1,0.0,2,1.0,16.0,,50.689722,4.200993,2016-12-31 14:48:49.720057
16103506,63641970,Shared room,Brussel,Vorst,6,5.0,3,1.0,33.0,,50.811392,4.328478,2016-12-31 14:48:48.145935
15566666,91888261,Shared room,Antwerpen,Antwerpen,4,5.0,1,1.0,38.0,,51.212594,4.407522,2016-12-31 14:48:48.142794
13856670,81635541,Shared room,Brussel,Schaarbeek,4,5.0,2,1.0,22.0,,50.857452,4.383156,2016-12-31 14:48:48.137558
13151455,73375524,Shared room,Brussel,Brussel,14,4.5,2,1.0,22.0,,50.849504,4.342039,2016-12-31 14:48:48.133862
15947732,103526892,Shared room,Brussel,Elsene,1,0.0,1,1.0,31.0,,50.832075,4.363597,2016-12-31 14:48:48.131548
14525707,37949138,Shared room,Antwerpen,Antwerpen,9,4.5,2,1.0,16.0,,51.22495,4.416823,2016-12-31 14:48:48.129174
14551760,24817465,Shared room,Charleroi,Charleroi,13,4.5,2,1.0,23.0,,50.402446,4.441689,2016-12-31 14:48:48.126800
5866814,30462923,Shared room,Namur,Namur,49,4.5,1,1.0,25.0,,50.444929,4.857476,2016-12-31 14:48:48.124333
6124897,31196200,Shared room,Brugge,Brugge,30,3.5,1,1.0,26.0,,51.216099,3.22257,2016-12-31 14:48:48.121836
15968924,91196107,Shared room,Brussel,Oudergem,9,5.0,1,1.0,18.0,,50.820385,4.402827,2016-12-31 14:48:48.119449
14551891,90072621,Shared room,Brussel,Koekelberg,22,4.5,2,1.0,22.0,,50.858329,4.335323,2016-12-31 14:48:48.117007
13711713,80067606,Shared room,Brussel,Brussel,20,4.0,1,1.0,16.0,,50.853501,4.356208,2016-12-31 14:48:48.114534
15216450,89682094,Shared room,Brussel,Elsene,10,4.5,1,1.0,15.0,,50.814624,4.384591,2016-12-31 14:48:48.112141
15318826,64870905,Shared room,Brussel,Evere,16,4.5,1,1.0,28.0,,50.878914,4.401743,2016-12-31 14:48:48.109665
16472917,63701669,Shared room,Brussel,Elsene,1,0.0,2,1.0,23.0,,50.82373,4.38399,2016-12-31 14:48:48.107228
16221969,41842447,Shared room,Brussel,Brussel,4,4.5,2,1.0,24.0,,50.848172,4.33941,2016-12-31 14:48:48.104869
15532095,12749725,Shared room,Brussel,Anderlecht,30,5.0,1,1.0,18.0,,50.829871,4.312563,2016-12-31 14:48:48.101850
1277435,6952837,Entire home/apt,Brussel,Brussel,5,4.5,16,5.0,531.0,,50.854284,4.347835,2016-12-31 14:29:00.331794
711232,3660283,Entire home/apt,Brussel,Brussel,4,4.5,6,1.0,116.0,,50.828519,4.360189,2016-12-31 14:22:51.260818
15800523,77052906,Entire home/apt,Brussel,Sint-Gillis,0,0.0,6,1.0,98.0,,50.82956,4.354902,2016-12-31 14:21:12.903508
14032190,1713296,Entire home/apt,Antwerpen,Rumst,0,0.0,7,4.0,868.0,,51.108285,4.387648,2016-12-31 14:18:44.741413
5294461,19882334,Entire home/apt,Verviers,Weismes,1,0.0,16,9.0,591.0,,50.456514,6.11688,2016-12-31 14:18:42.351429
184380,884402,Entire home/apt,Brugge,Brugge,37,5.0,4,2.0,217.0,,51.206723,3.224871,2016-12-31 14:16:32.085436
5094142,19408422,Entire home/apt,Brugge,Knokke-Heist,5,4.5,6,3.0,201.0,,51.342365,3.261715,2016-12-31 14:14:15.903182
7036135,36786266,Entire home/apt,Brugge,Brugge,26,4.5,6,3.0,196.0,,51.334232,3.201635,2016-12-31 14:14:13.243645
6623712,30857993,Entire home/apt,Halle-Vilvoorde,Linkebeek,0,0.0,5,3.0,196.0,,50.775065,4.331643,2016-12-31 14:14:07.947936
16106263,81610256,Entire home/apt,Brugge,Knokke-Heist,0,0.0,7,3.0,196.0,,51.337144,3.256714,2016-12-31 14:13:59.254233
15934017,103408462,Entire home/apt,Brugge,Brugge,0,0.0,6,3.0,155.0,,51.209468,3.217434,2016-12-31 14:12:29.690287
14293446,82784840,Entire home/apt,Oostende,De Haan,0,0.0,4,2.0,152.0,,51.264965,3.036675,2016-12-31 14:12:26.219764
14290100,86866402,Entire home/apt,Brussel,Brussel,2,0.0,4,1.0,103.0,,50.830989,4.358659,2016-12-31 14:05:02.726917
11025552,4627469,Entire home/apt,Brussel,Brussel,5,3.5,4,1.0,100.0,,50.832329,4.357223,2016-12-31 13:58:53.128743
5986312,19883496,Entire home/apt,Brussel,Sint-Gillis,2,0.0,4,1.0,88.0,,50.829723,4.351015,2016-12-31 13:58:45.818801
10103429,50675097,Entire home/apt,Brussel,Brussel,2,0.0,4,1.0,68.0,,50.829024,4.359552,2016-12-31 13:53:01.954406
9641765,10716307,Entire home/apt,Brussel,Elsene,3,5.0,6,2.0,81.0,,50.82338,4.358828,2016-12-31 13:53:00.244903
6539545,32059381,Entire home/apt,Brussel,Brussel,3,4.5,4,1.0,60.0,,50.839433,4.364742,2016-12-31 13:46:28.371561
2750333,14022134,Entire home/apt,Moeskroen,Mouscron,5,5.0,12,5.0,542.0,,50.754915,3.243686,2016-12-31 13:45:24.786857
310670,1598126,Entire home/apt,Tongeren,Heers,0,0.0,16,7.0,543.0,,50.759405,5.375795,2016-12-31 13:45:24.778265
12860616,70298435,Entire home/apt,Antwerpen,Antwerpen,0,0.0,14,5.0,543.0,,51.208014,4.404621,2016-12-31 13:45:23.433996
4039159,20941766,Entire home/apt,Philippeville,Philippeville,0,0.0,16,9.0,706.0,,50.170019,4.694564,2016-12-31 13:45:23.431464
934215,414263,Entire home/apt,Gent,Melle,32,4.5,16,7.0,608.0,,51.015088,3.785189,2016-12-31 13:45:20.394727
6622480,34055892,Entire home/apt,Brugge,Knokke-Heist,2,0.0,6,3.0,325.0,,51.342652,3.259233,2016-12-31 13:44:33.523155
14776783,28892585,Entire home/apt,Brugge,Knokke-Heist,6,5.0,10,5.0,380.0,,51.343011,3.276487,2016-12-31 13:44:32.615720
8766942,33188481,Entire home/apt,Brussel,Brussel,23,5.0,6,3.0,369.0,,50.840561,4.353647,2016-12-31 13:44:11.580107
7077492,37108818,Entire home/apt,Brugge,Knokke-Heist,1,0.0,8,4.0,271.0,,51.339217,3.303206,2016-12-31 13:43:13.709652
6459190,21892668,Entire home/apt,Veurne,Koksijde,0,0.0,6,3.0,190.0,,51.134564,2.679421,2016-12-31 13:41:01.158245
13518642,77645826,Entire home/apt,Bastogne,Houffalize,4,5.0,14,6.0,127.0,,50.091282,5.839504,2016-12-31 13:34:05.961069
15021404,94792384,Entire home/apt,Ieper,Poperinge,0,0.0,4,2.0,130.0,,50.855367,2.72464,2016-12-31 13:33:55.478528
862431,4520610,Entire home/apt,Veurne,De Panne,19,4.5,8,4.0,130.0,,51.09827,2.590349,2016-12-31 13:32:04.314775
6833346,35799712,Entire home/apt,Oostende,De Haan,0,0.0,4,1.0,141.0,,51.278211,3.030443,2016-12-31 13:32:03.377499
15577185,7437873,Entire home/apt,Brussel,Brussel,0,0.0,5,1.0,107.0,,50.833393,4.355225,2016-12-31 13:26:44.693956
11517361,32429117,Entire home/apt,Antwerpen,Antwerpen,5,5.0,3,1.0,108.0,,51.223391,4.403599,2016-12-31 13:15:31.377750
3195489,15116888,Entire home/apt,Maaseik,Kinrooi,8,5.0,8,5.0,115.0,,51.157178,5.808271,2016-12-31 13:15:10.458845
2242818,8745566,Entire home/apt,Brussel,Brussel,10,4.5,3,0.0,93.0,,50.841309,4.350799,2016-12-31 13:10:26.564354
13009593,71771645,Entire home/apt,Veurne,De Panne,0,0.0,4,2.0,65.0,,51.103706,2.596291,2016-12-31 12:42:07.033533
16566677,56691983,Entire home/apt,Veurne,Koksijde,0,0.0,4,2.0,76.0,,51.126827,2.750974,2016-12-31 12:41:10.288706
1577345,6542143,Entire home/apt,Brussel,Elsene,10,5.0,4,1.0,66.0,,50.829075,4.377369,2016-12-31 12:40:22.411139
13384698,51891110,Entire home/apt,Brussel,Elsene,1,0.0,3,1.0,55.0,,50.830583,4.367367,2016-12-31 12:30:55.420477
14781279,87073595,Entire home/apt,Virton,Habay,1,0.0,16,0.0,55.0,,49.70722,5.606954,2016-12-31 12:30:07.055165
8081625,42687834,Entire home/apt,Veurne,Nieuwpoort,4,4.5,5,2.0,54.0,,51.143313,2.730009,2016-12-31 12:29:16.099686
4709136,24336573,Entire home/apt,Brussel,Elsene,5,4.5,3,1.0,60.0,,50.833135,4.370012,2016-12-31 12:27:00.066768
15417401,5418329,Entire home/apt,Brussel,Sint-Gillis,0,0.0,4,1.0,60.0,,50.829685,4.351121,2016-12-31 12:27:00.062301
8401478,21324404,Entire home/apt,Brussel,Brussel,0,0.0,3,1.0,59.0,,50.840525,4.352342,2016-12-31 12:24:29.981430
11820856,45277018,Entire home/apt,Brussel,Brussel,14,4.5,4,1.0,61.0,,50.843779,4.376477,2016-12-31 12:24:04.467765
2038410,10416460,Entire home/apt,Brussel,Brussel,6,4.5,8,2.0,61.0,,50.841676,4.349979,2016-12-31 12:24:03.160521
13470306,77052906,Entire home/apt,Brussel,Brussel,13,4.5,4,1.0,60.0,,50.832905,4.354457,2016-12-31 12:24:00.726860
13052188,33267618,Entire home/apt,Brussel,Brussel,0,0.0,3,1.0,60.0,,50.838549,4.348984,2016-12-31 12:23:38.289252
1616184,8601738,Entire home/apt,Halle-Vilvoorde,Asse,0,0.0,16,8.0,1172.0,,50.932129,4.237015,2016-12-31 12:21:05.722109
16459033,79124769,Entire home/apt,Brussel,Sint-Pieters-Woluwe,0,0.0,8,4.0,1031.0,,50.836036,4.413163,2016-12-31 12:21:05.719811
7799636,5672846,Entire home/apt,Brussel,Vorst,0,0.0,8,0.0,1031.0,,50.823844,4.330355,2016-12-31 12:21:05.706549
965256,5262835,Entire home/apt,Oostende,Oostende,2,0.0,16,10.0,814.0,,51.236918,2.931681,2016-12-31 12:21:04.949282
9057008,44849141,Entire home/apt,Verviers,Baelen,12,5.0,16,10.0,846.0,,50.61289,6.000609,2016-12-31 12:21:03.536002
8802782,42969235,Entire home/apt,Marche-en-Famenne,La Roche-en-Ardenne,0,0.0,16,10.0,785.0,,50.167644,5.62817,2016-12-31 12:21:03.527502
7879905,41532406,Entire home/apt,Namur,Gembloux,0,0.0,16,10.0,760.0,,50.529803,4.717502,2016-12-31 12:21:03.506722
5935824,30821118,Entire home/apt,Bastogne,Vielsalm,3,5.0,16,9.0,912.0,,50.288754,5.913209,2016-12-31 12:21:03.496877
11290955,58993909,Entire home/apt,Kortrijk,Kortrijk,0,0.0,16,7.0,923.0,,50.763867,3.22111,2016-12-31 12:21:01.761771
3693241,3976179,Entire home/apt,Dinant,Anhée,4,4.0,16,7.0,976.0,,50.316637,4.748778,2016-12-31 12:21:01.759114
3933499,20380659,Entire home/apt,Verviers,Theux,0,0.0,14,5.0,651.0,,50.476791,5.816017,2016-12-31 12:20:59.404267
11771528,7553136,Entire home/apt,Brussel,Anderlecht,0,0.0,16,2.0,542.0,,50.841733,4.332894,2016-12-31 12:20:59.397170
7879826,41532406,Entire home/apt,Namur,Gembloux,0,0.0,16,9.0,706.0,,50.530994,4.717665,2016-12-31 12:20:59.395004
11939480,63713892,Entire home/apt,Verviers,Büllingen,0,0.0,8,4.0,564.0,,50.407612,6.262409,2016-12-31 12:20:59.382844
11329006,20965977,Entire home/apt,Antwerpen,Boom,0,0.0,6,3.0,639.0,,51.087077,4.363859,2016-12-31 12:20:58.213732
11361302,59517213,Entire home/apt,Antwerpen,Antwerpen,0,0.0,4,2.0,651.0,,51.179083,4.356445,2016-12-31 12:20:58.191103
14783633,61757872,Entire home/apt,Bastogne,Sainte-Ode,0,0.0,15,9.0,543.0,,50.005906,5.553363,2016-12-31 12:20:58.170849
1372920,1831465,Entire home/apt,Brussel,Elsene,17,4.5,3,1.0,603.0,,50.833079,4.37452,2016-12-31 12:20:56.612681
12349134,63203470,Entire home/apt,Antwerpen,Antwerpen,0,0.0,2,1.0,590.0,,51.199205,4.392485,2016-12-31 12:20:54.835524
15227109,16436641,Entire home/apt,Brussel,Brussel,0,0.0,16,3.0,543.0,,50.851671,4.361048,2016-12-31 12:20:54.830162
12810769,69845561,Entire home/apt,Namur,Mettet,0,0.0,14,6.0,564.0,,50.290114,4.676781,2016-12-31 12:20:54.827706
12476925,19180872,Entire home/apt,Brussel,Schaarbeek,0,0.0,2,1.0,583.0,,50.865707,4.38045,2016-12-31 12:20:54.821118
3195671,16197638,Entire home/apt,Mechelen,Willebroek,0,0.0,7,2.0,651.0,,51.080941,4.397425,2016-12-31 12:20:52.996333
14081673,60041243,Entire home/apt,Verviers,Verviers,0,0.0,2,1.0,654.0,,50.588888,5.912617,2016-12-31 12:20:52.976406
8927641,46683512,Entire home/apt,Bastogne,Houffalize,0,0.0,16,10.0,506.0,,50.160959,5.814827,2016-12-31 12:20:40.523366
13308079,72639443,Entire home/apt,Philippeville,Viroinval,6,5.0,10,5.0,325.0,,50.080225,4.668425,2016-12-31 12:20:40.513852
3998623,18715177,Shared room,Tournai,Brunehaut,21,4.5,6,1.0,58.0,,50.517272,3.3834,2016-12-31 14:49:48.983930
8669953,30717079,Shared room,Halle-Vilvoorde,Kraainem,0,0.0,2,1.0,97.0,,50.861061,4.462216,2016-12-31 14:49:38.030890
4053396,18760844,Shared room,Brussel,Schaarbeek,0,0.0,2,1.0,71.0,,50.858957,4.38076,2016-12-31 14:49:35.163103
2289786,11696235,Shared room,Antwerpen,Niel,3,4.5,10,1.0,71.0,,51.102641,4.350545,2016-12-31 14:49:35.155157
13522582,13127516,Shared room,Gent,Merelbeke,5,4.5,2,1.0,66.0,,51.000508,3.752028,2016-12-31 14:49:35.136869
8145933,19769584,Shared room,Halle-Vilvoorde,Kampenhout,0,0.0,2,1.0,48.0,,50.933627,4.566995,2016-12-31 14:49:32.126743
14253352,78578358,Shared room,Antwerpen,Antwerpen,1,0.0,2,1.0,43.0,,51.171583,4.394745,2016-12-31 14:49:32.112425
6894473,36119982,Shared room,Brugge,Brugge,32,4.0,6,1.0,52.0,,51.27082,3.214305,2016-12-31 14:49:32.100711
11278553,58903256,Shared room,Virton,Florenville,6,4.0,12,1.0,54.0,,49.632442,5.328933,2016-12-31 14:49:30.724211
13822088,81440431,Shared room,Oostende,Middelkerke,13,4.5,4,1.0,48.0,,51.1905,2.822373,2016-12-31 14:49:30.719222
13580651,78383648,Shared room,Brussel,Schaarbeek,0,0.0,2,1.0,55.0,,50.860632,4.373326,2016-12-31 14:49:30.716843
12487513,10486041,Shared room,Leuven,Leuven,0,0.0,6,1.0,44.0,,50.881073,4.698999,2016-12-31 14:49:30.703786
5162255,7296803,Shared room,Leuven,Leuven,1,0.0,2,1.0,55.0,,50.880095,4.692833,2016-12-31 14:49:29.186758
860144,4504765,Shared room,Charleroi,Charleroi,129,4.5,10,1.0,52.0,,50.408201,4.448345,2016-12-31 14:49:29.183162
7529802,39460264,Shared room,Mechelen,Lier,45,4.5,2,1.0,27.0,,51.131029,4.56546,2016-12-31 14:49:26.428862
15509709,33266687,Shared room,Brussel,Brussel,6,4.5,2,1.0,40.0,,50.853221,4.355841,2016-12-31 14:49:26.398801
6534501,26831726,Shared room,Brussel,Vorst,4,5.0,2,1.0,33.0,,50.80807,4.317592,2016-12-31 14:49:26.382364
10079396,51719652,Shared room,Brussel,Sint-Lambrechts-Woluwe,0,0.0,2,1.0,24.0,,50.848244,4.410366,2016-12-31 14:49:23.228053
15892602,18019390,Shared room,Brussel,Sint-Lambrechts-Woluwe,2,0.0,2,1.0,38.0,,50.84467,4.425623,2016-12-31 14:49:21.760690
15176439,31468869,Shared room,Liège,Liège,11,4.0,2,1.0,19.0,,50.637372,5.562503,2016-12-31 14:49:21.740656
13212927,55034207,Shared room,Brussel,Ukkel,3,4.5,2,1.0,34.0,,50.801491,4.32924,2016-12-31 14:49:21.737753
13852832,81817614,Shared room,Arlon,Arlon,0,0.0,1,1.0,163.0,,49.686412,5.830874,2016-12-31 14:49:16.313252
11621729,56082052,Shared room,Antwerpen,Boom,1,0.0,2,1.0,130.0,,51.090636,4.367277,2016-12-31 14:49:14.953897
11581251,49968974,Shared room,Kortrijk,Waregem,0,0.0,4,1.0,136.0,,50.876171,3.401739,2016-12-31 14:49:14.950530
3645177,18411614,Shared room,Antwerpen,Boom,3,4.5,2,1.0,119.0,,51.093157,4.380444,2016-12-31 14:49:13.225431
14776406,89700790,Shared room,Thuin,Erquelinnes,0,0.0,4,1.0,108.0,,50.308471,4.155354,2016-12-31 14:49:13.223017
12032748,63713892,Shared room,Verviers,Büllingen,0,0.0,2,1.0,118.0,,50.406102,6.264116,2016-12-31 14:49:13.220763
12034268,63713892,Shared room,Verviers,Büllingen,0,0.0,2,1.0,118.0,,50.40801,6.262573,2016-12-31 14:49:13.217799
7525707,25825063,Shared room,Antwerpen,Kontich,0,0.0,6,1.0,108.0,,51.107975,4.434912,2016-12-31 14:49:13.212923
12133666,62134289,Shared room,Brugge,Jabbeke,0,0.0,1,1.0,108.0,,51.18761,3.144082,2016-12-31 14:49:13.208487
5080373,7296803,Shared room,Leuven,Leuven,4,5.0,2,1.0,108.0,,50.881494,4.691884,2016-12-31 14:49:13.203607
14719972,12367358,Shared room,Gent,Gent,0,0.0,1,1.0,87.0,,51.054118,3.726822,2016-12-31 14:49:11.805679
12953046,70672177,Shared room,Turnhout,Kasterlee,2,0.0,4,1.0,87.0,,51.228119,4.930936,2016-12-31 14:49:11.794822
16134290,105250039,Shared room,Brussel,Sint-Gillis,0,0.0,2,1.0,87.0,,50.837535,4.337007,2016-12-31 14:49:11.791751
13359912,12465353,Shared room,Brugge,Brugge,6,4.5,4,1.0,87.0,,51.203088,3.244146,2016-12-31 14:49:11.786473
